dummy 	 x 	 y 	 A 
som97 	 -70 	 -70 	 0.616814 
som97 	 -70 	 -69 	 0.616343 
som97 	 -70 	 -68 	 0.615862 
som97 	 -70 	 -67 	 0.615371 
som97 	 -70 	 -66 	 0.614869 
som97 	 -70 	 -65 	 0.614357 
som97 	 -70 	 -64 	 0.613835 
som97 	 -70 	 -63 	 0.613302 
som97 	 -70 	 -62 	 0.612758 
som97 	 -70 	 -61 	 0.612202 
som97 	 -70 	 -60 	 0.611635 
som97 	 -70 	 -59 	 0.611056 
som97 	 -70 	 -58 	 0.610465 
som97 	 -70 	 -57 	 0.609863 
som97 	 -70 	 -56 	 0.609247 
som97 	 -70 	 -55 	 0.608620 
som97 	 -70 	 -54 	 0.607979 
som97 	 -70 	 -53 	 0.607326 
som97 	 -70 	 -52 	 0.606659 
som97 	 -70 	 -51 	 0.605979 
som97 	 -70 	 -50 	 0.605285 
som97 	 -70 	 -49 	 0.604578 
som97 	 -70 	 -48 	 0.603856 
som97 	 -70 	 -47 	 0.603121 
som97 	 -70 	 -46 	 0.602371 
som97 	 -70 	 -45 	 0.601607 
som97 	 -70 	 -44 	 0.600828 
som97 	 -70 	 -43 	 0.600034 
som97 	 -70 	 -42 	 0.599225 
som97 	 -70 	 -41 	 0.598402 
som97 	 -70 	 -40 	 0.597563 
som97 	 -70 	 -39 	 0.596708 
som97 	 -70 	 -38 	 0.595839 
som97 	 -70 	 -37 	 0.594953 
som97 	 -70 	 -36 	 0.594053 
som97 	 -70 	 -35 	 0.593136 
som97 	 -70 	 -34 	 0.592205 
som97 	 -70 	 -33 	 0.591257 
som97 	 -70 	 -32 	 0.590294 
som97 	 -70 	 -31 	 0.589315 
som97 	 -70 	 -30 	 0.588321 
som97 	 -70 	 -29 	 0.587311 
som97 	 -70 	 -28 	 0.586286 
som97 	 -70 	 -27 	 0.585245 
som97 	 -70 	 -26 	 0.584190 
som97 	 -70 	 -25 	 0.583119 
som97 	 -70 	 -24 	 0.582034 
som97 	 -70 	 -23 	 0.580935 
som97 	 -70 	 -22 	 0.579821 
som97 	 -70 	 -21 	 0.578693 
som97 	 -70 	 -20 	 0.577551 
som97 	 -70 	 -19 	 0.576397 
som97 	 -70 	 -18 	 0.575229 
som97 	 -70 	 -17 	 0.574048 
som97 	 -70 	 -16 	 0.572856 
som97 	 -70 	 -15 	 0.571652 
som97 	 -70 	 -14 	 0.570437 
som97 	 -70 	 -13 	 0.569211 
som97 	 -70 	 -12 	 0.567976 
som97 	 -70 	 -11 	 0.566730 
som97 	 -70 	 -10 	 0.565476 
som97 	 -70 	 -9 	 0.564214 
som97 	 -70 	 -8 	 0.562944 
som97 	 -70 	 -7 	 0.561667 
som97 	 -70 	 -6 	 0.560384 
som97 	 -70 	 -5 	 0.559095 
som97 	 -70 	 -4 	 0.557802 
som97 	 -70 	 -3 	 0.556504 
som97 	 -70 	 -2 	 0.555204 
som97 	 -70 	 -1 	 0.553901 
som97 	 -70 	 0 	 0.552596 
som97 	 -70 	 1 	 0.550248 
som97 	 -70 	 2 	 0.548425 
som97 	 -70 	 3 	 0.547123 
som97 	 -70 	 4 	 0.546340 
som97 	 -70 	 5 	 0.546074 
som97 	 -70 	 6 	 0.546327 
som97 	 -70 	 7 	 0.547097 
som97 	 -70 	 8 	 0.548386 
som97 	 -70 	 9 	 0.550196 
som97 	 -70 	 10 	 0.552531 
som97 	 -70 	 11 	 0.555550 
som97 	 -70 	 12 	 0.558972 
som97 	 -70 	 13 	 0.562932 
som97 	 -70 	 14 	 0.567437 
som97 	 -70 	 15 	 0.572493 
som97 	 -70 	 16 	 0.578110 
som97 	 -70 	 17 	 0.584296 
som97 	 -70 	 18 	 0.591061 
som97 	 -70 	 19 	 0.598416 
